"density","porosity","avg cell strain:0","avg cell strain:1","avg cell strain:2","E-Modul","Poissons ratio","Cell Type"
0.001,0.8402,5.9768e-06,-7.2569e-06,-4.053e-05,0.00018315,0.3,	
0.0070211,0.85983,-1.2703e-05,-1.4136e-05,-2.9125e-05,0.00018963,0.3,	
0.12744,0.91904,-1.4895e-05,-1.5074e-05,-2.7829e-05,6.6022,0.3,	
0.35991,0.99419,-1.4733e-05,-1.5383e-05,-2.797e-05,1262.3,0.3,	
0.70015,0.9999,-1.4105e-05,-1.6118e-05,-2.8037e-05,35330,0.3,	
1,1,-1.3548e-05,-1.6495e-05,-2.7737e-05,2.1e+05,0.3,	
1,1,-1.3547e-05,-1.6492e-05,-2.7454e-05,2.1e+05,0.3,	
1,1,-1.3159e-05,-1.6732e-05,-2.7128e-05,2.1e+05,0.3,	
1,1,-1.2914e-05,-1.6815e-05,-2.6771e-05,2.1e+05,0.3,	
1,0.97382,-1.2831e-05,-1.6691e-05,-2.6421e-05,2.056e+05,0.3,	
1,0.90595,-1.2957e-05,-1.6363e-05,-2.6111e-05,1.942e+05,0.3,	
1,0.83665,-1.3174e-05,-1.5943e-05,-2.5867e-05,1.8256e+05,0.3,	
1,0.77222,-1.3469e-05,-1.5443e-05,-2.5694e-05,1.7173e+05,0.3,	
1,0.72302,-1.3767e-05,-1.493e-05,-2.559e-05,1.6347e+05,0.3,	
1,0.70626,-1.3955e-05,-1.4497e-05,-2.5548e-05,1.6065e+05,0.3,	
1,0.71302,-1.4042e-05,-1.4141e-05,-2.5554e-05,1.6179e+05,0.3,	
1,0.71977,-1.4108e-05,-1.3809e-05,-2.5612e-05,1.6292e+05,0.3,	
1,0.72634,-1.4146e-05,-1.3509e-05,-2.5722e-05,1.6403e+05,0.3,	
1,0.73248,-1.4154e-05,-1.3253e-05,-2.5882e-05,1.6506e+05,0.3,	
1,0.73805,-1.4122e-05,-1.3058e-05,-2.6091e-05,1.6599e+05,0.3,	
1,0.74301,-1.4043e-05,-1.2941e-05,-2.6337e-05,1.6683e+05,0.3,	
1,0.74734,-1.3908e-05,-1.2916e-05,-2.6607e-05,1.6755e+05,0.3,	
1,0.75102,-1.3715e-05,-1.2991e-05,-2.6883e-05,1.6817e+05,0.3,	
1,0.75406,-1.3465e-05,-1.3168e-05,-2.7145e-05,1.6868e+05,0.3,	
1,0.75644,-1.3163e-05,-1.3444e-05,-2.7377e-05,1.6908e+05,0.3,	
1,0.75817,-1.2815e-05,-1.3812e-05,-2.7562e-05,1.6937e+05,0.3,	
1,0.75924,-1.2432e-05,-1.4262e-05,-2.7689e-05,1.6955e+05,0.3,	
1,0.75948,-1.2022e-05,-1.4778e-05,-2.7747e-05,1.6959e+05,0.3,	
1,0.76027,-1.1618e-05,-1.5336e-05,-2.7723e-05,1.6973e+05,0.3,	
1,0.8016,-1.1225e-05,-1.5965e-05,-2.7595e-05,1.7667e+05,0.3,	
1,0.87488,-1.0835e-05,-1.6674e-05,-2.7423e-05,1.8898e+05,0.3,	
1,0.96527,-1.0396e-05,-1.7459e-05,-2.7231e-05,2.0416e+05,0.3,	
1,1,-1.0063e-05,-1.8058e-05,-2.699e-05,2.1e+05,0.3,	
1,1,-9.9919e-06,-1.8277e-05,-2.665e-05,2.1e+05,0.3,	
1,1,-9.2504e-06,-1.8439e-05,-2.5588e-05,2.1e+05,0.3,	
0.68589,0.99968,-1.1157e-05,-1.7287e-05,-2.6286e-05,31870,0.3,	
0.33974,0.99433,-1.3186e-05,-1.5753e-05,-2.7057e-05,946.16,0.3,	
0.11079,0.86575,-1.4795e-05,-1.5318e-05,-2.8075e-05,3.1289,0.3,	
0.001,0.81136,-5.723e-06,-1.6014e-05,-3.3686e-05,0.00017831,0.3,	
0.001,0.78145,8.8797e-06,-1.9634e-05,-3.5653e-05,0.00017328,0.3,	
0.001,0.76246,8.6894e-06,-2.2331e-05,-3.3758e-05,0.00017009,0.3,	
0.001,0.74774,1.0163e-05,-2.2916e-05,-3.3474e-05,0.00016762,0.3,	
0.001,0.73417,1.0496e-05,-2.3797e-05,-3.2389e-05,0.00016534,0.3,	
0.001,0.72197,1.0925e-05,-2.4441e-05,-3.1427e-05,0.00016329,0.3,	
0.001,0.71112,1.1148e-05,-2.5106e-05,-3.0193e-05,0.00016147,0.3,	
0.001,0.70136,1.118e-05,-2.5582e-05,-2.8929e-05,0.00015983,0.3,	
0.001,0.69249,1.1135e-05,-2.5964e-05,-2.7689e-05,0.00015834,0.3,	
0.001,0.6844,1.1044e-05,-2.6289e-05,-2.6454e-05,0.00015698,0.3,	
0.001,0.67697,1.0911e-05,-2.656e-05,-2.5218e-05,0.00015573,0.3,	
0.001,0.67014,1.0738e-05,-2.6777e-05,-2.3979e-05,0.00015458,0.3,	
0.001,0.66385,1.0525e-05,-2.6938e-05,-2.2745e-05,0.00015353,0.3,	
0.001,0.65806,1.0275e-05,-2.7044e-05,-2.1521e-05,0.00015255,0.3,	
0.001,0.65273,9.9938e-06,-2.7099e-05,-2.0312e-05,0.00015166,0.3,	
0.001,0.64784,9.6851e-06,-2.7107e-05,-1.9122e-05,0.00015084,0.3,	
0.001,0.64335,9.3538e-06,-2.7072e-05,-1.7956e-05,0.00015008,0.3,	
0.001,0.63926,9.0051e-06,-2.6998e-05,-1.6816e-05,0.0001494,0.3,	
0.001,0.63553,8.6434e-06,-2.6891e-05,-1.5705e-05,0.00014877,0.3,	
0.001,0.63214,8.2734e-06,-2.6757e-05,-1.4623e-05,0.0001482,0.3,	
0.001,0.62909,7.8996e-06,-2.6598e-05,-1.3573e-05,0.00014769,0.3,	
0.001,0.62634,7.526e-06,-2.6422e-05,-1.2554e-05,0.00014722,0.3,	
0.001,0.62387,7.1568e-06,-2.6231e-05,-1.1567e-05,0.00014681,0.3,	
0.001,0.62168,6.7954e-06,-2.6032e-05,-1.0611e-05,0.00014644,0.3,	
0.001,0.61974,6.4456e-06,-2.5827e-05,-9.6851e-06,0.00014612,0.3,	
0.001,0.61802,6.1105e-06,-2.5622e-05,-8.7893e-06,0.00014583,0.3,	
0.001,0.61652,5.7931e-06,-2.542e-05,-7.9218e-06,0.00014558,0.3,	
0.001,0.61522,5.4961e-06,-2.5224e-05,-7.081e-06,0.00014536,0.3,	
0.001,0.61409,5.222e-06,-2.5038e-05,-6.265e-06,0.00014517,0.3,	
0.001,0.61313,4.9729e-06,-2.4866e-05,-5.4719e-06,0.00014501,0.3,	
0.001,0.61232,4.7509e-06,-2.4709e-05,-4.6993e-06,0.00014487,0.3,	
0.001,0.61165,4.5575e-06,-2.457e-05,-3.9448e-06,0.00014476,0.3,	
0.001,0.6111,4.3942e-06,-2.4451e-05,-3.206e-06,0.00014467,0.3,	
0.001,0.61068,4.2621e-06,-2.4353e-05,-2.48e-06,0.00014459,0.3,	
0.001,0.61036,4.1623e-06,-2.4279e-05,-1.7641e-06,0.00014454,0.3,	
0.001,0.61016,4.0954e-06,-2.4229e-05,-1.0555e-06,0.00014451,0.3,	
0.001,0.61006,4.0618e-06,-2.4204e-05,-3.5136e-07,0.00014449,0.3,	
0.001,0.61006,4.0618e-06,-2.4204e-05,3.5136e-07,0.00014449,0.3,	
0.001,0.61016,4.0954e-06,-2.4229e-05,1.0555e-06,0.00014451,0.3,	
0.001,0.61036,4.1623e-06,-2.4279e-05,1.7641e-06,0.00014454,0.3,	
0.001,0.61068,4.2621e-06,-2.4353e-05,2.48e-06,0.00014459,0.3,	
0.001,0.6111,4.3942e-06,-2.4451e-05,3.206e-06,0.00014467,0.3,	
0.001,0.61165,4.5575e-06,-2.457e-05,3.9448e-06,0.00014476,0.3,	
0.001,0.61232,4.7509e-06,-2.4709e-05,4.6993e-06,0.00014487,0.3,	
0.001,0.61313,4.9729e-06,-2.4866e-05,5.4719e-06,0.00014501,0.3,	
0.001,0.61409,5.222e-06,-2.5038e-05,6.265e-06,0.00014517,0.3,	
0.001,0.61522,5.4961e-06,-2.5224e-05,7.081e-06,0.00014536,0.3,	
0.001,0.61652,5.7931e-06,-2.542e-05,7.9218e-06,0.00014558,0.3,	
0.001,0.61802,6.1105e-06,-2.5622e-05,8.7893e-06,0.00014583,0.3,	
0.001,0.61974,6.4456e-06,-2.5827e-05,9.6851e-06,0.00014612,0.3,	
0.001,0.62168,6.7954e-06,-2.6032e-05,1.0611e-05,0.00014644,0.3,	
0.001,0.62387,7.1568e-06,-2.6231e-05,1.1567e-05,0.00014681,0.3,	
0.001,0.62634,7.526e-06,-2.6422e-05,1.2554e-05,0.00014722,0.3,	
0.001,0.62909,7.8996e-06,-2.6598e-05,1.3573e-05,0.00014769,0.3,	
0.001,0.63214,8.2734e-06,-2.6757e-05,1.4623e-05,0.0001482,0.3,	
0.001,0.63553,8.6434e-06,-2.6891e-05,1.5705e-05,0.00014877,0.3,	
0.001,0.63926,9.0051e-06,-2.6998e-05,1.6816e-05,0.0001494,0.3,	
0.001,0.64335,9.3538e-06,-2.7072e-05,1.7956e-05,0.00015008,0.3,	
0.001,0.64784,9.6851e-06,-2.7107e-05,1.9122e-05,0.00015084,0.3,	
0.001,0.65273,9.9938e-06,-2.7099e-05,2.0312e-05,0.00015166,0.3,	
0.001,0.65806,1.0275e-05,-2.7044e-05,2.1521e-05,0.00015255,0.3,	
0.001,0.66385,1.0525e-05,-2.6938e-05,2.2745e-05,0.00015353,0.3,	
0.001,0.67014,1.0738e-05,-2.6777e-05,2.3979e-05,0.00015458,0.3,	
0.001,0.67697,1.0911e-05,-2.656e-05,2.5218e-05,0.00015573,0.3,	
0.001,0.6844,1.1044e-05,-2.6289e-05,2.6454e-05,0.00015698,0.3,	
0.001,0.69249,1.1135e-05,-2.5964e-05,2.7689e-05,0.00015834,0.3,	
0.001,0.70136,1.118e-05,-2.5582e-05,2.8929e-05,0.00015983,0.3,	
0.001,0.71112,1.1148e-05,-2.5106e-05,3.0193e-05,0.00016147,0.3,	
0.001,0.72197,1.0925e-05,-2.4441e-05,3.1427e-05,0.00016329,0.3,	
0.001,0.73417,1.0496e-05,-2.3797e-05,3.2389e-05,0.00016534,0.3,	
0.001,0.74774,1.0163e-05,-2.2916e-05,3.3474e-05,0.00016762,0.3,	
0.001,0.76246,8.6894e-06,-2.2331e-05,3.3758e-05,0.00017009,0.3,	
0.001,0.78145,8.8797e-06,-1.9634e-05,3.5653e-05,0.00017328,0.3,	
0.001,0.81136,-5.723e-06,-1.6014e-05,3.3686e-05,0.00017831,0.3,	
0.11079,0.86575,-1.4795e-05,-1.5318e-05,2.8075e-05,3.1289,0.3,	
0.33974,0.99433,-1.3186e-05,-1.5753e-05,2.7057e-05,946.16,0.3,	
0.68589,0.99968,-1.1157e-05,-1.7287e-05,2.6286e-05,31870,0.3,	
1,1,-9.2504e-06,-1.8439e-05,2.5588e-05,2.1e+05,0.3,	
1,1,-9.9919e-06,-1.8277e-05,2.665e-05,2.1e+05,0.3,	
1,1,-1.0063e-05,-1.8058e-05,2.699e-05,2.1e+05,0.3,	
1,0.96527,-1.0396e-05,-1.7459e-05,2.7231e-05,2.0416e+05,0.3,	
1,0.87488,-1.0835e-05,-1.6674e-05,2.7423e-05,1.8898e+05,0.3,	
1,0.8016,-1.1225e-05,-1.5965e-05,2.7595e-05,1.7667e+05,0.3,	
1,0.76027,-1.1618e-05,-1.5336e-05,2.7723e-05,1.6973e+05,0.3,	
1,0.75948,-1.2022e-05,-1.4778e-05,2.7747e-05,1.6959e+05,0.3,	
1,0.75924,-1.2432e-05,-1.4262e-05,2.7689e-05,1.6955e+05,0.3,	
1,0.75817,-1.2815e-05,-1.3812e-05,2.7562e-05,1.6937e+05,0.3,	
1,0.75644,-1.3163e-05,-1.3444e-05,2.7377e-05,1.6908e+05,0.3,	
1,0.75406,-1.3465e-05,-1.3168e-05,2.7145e-05,1.6868e+05,0.3,	
1,0.75102,-1.3715e-05,-1.2991e-05,2.6883e-05,1.6817e+05,0.3,	
1,0.74734,-1.3908e-05,-1.2916e-05,2.6607e-05,1.6755e+05,0.3,	
1,0.74301,-1.4043e-05,-1.2941e-05,2.6337e-05,1.6683e+05,0.3,	
1,0.73805,-1.4122e-05,-1.3058e-05,2.6091e-05,1.6599e+05,0.3,	
1,0.73248,-1.4154e-05,-1.3253e-05,2.5882e-05,1.6506e+05,0.3,	
1,0.72634,-1.4146e-05,-1.3509e-05,2.5722e-05,1.6403e+05,0.3,	
1,0.71977,-1.4108e-05,-1.3809e-05,2.5612e-05,1.6292e+05,0.3,	
1,0.71302,-1.4042e-05,-1.4141e-05,2.5554e-05,1.6179e+05,0.3,	
1,0.70626,-1.3955e-05,-1.4497e-05,2.5548e-05,1.6065e+05,0.3,	
1,0.72302,-1.3767e-05,-1.493e-05,2.559e-05,1.6347e+05,0.3,	
1,0.77222,-1.3469e-05,-1.5443e-05,2.5694e-05,1.7173e+05,0.3,	
1,0.83665,-1.3174e-05,-1.5943e-05,2.5867e-05,1.8256e+05,0.3,	
1,0.90595,-1.2957e-05,-1.6363e-05,2.6111e-05,1.942e+05,0.3,	
1,0.97382,-1.2831e-05,-1.6691e-05,2.6421e-05,2.056e+05,0.3,	
1,1,-1.2914e-05,-1.6815e-05,2.6771e-05,2.1e+05,0.3,	
1,1,-1.3159e-05,-1.6732e-05,2.7128e-05,2.1e+05,0.3,	
1,1,-1.3547e-05,-1.6492e-05,2.7454e-05,2.1e+05,0.3,	
1,1,-1.3548e-05,-1.6495e-05,2.7737e-05,2.1e+05,0.3,	
0.70015,0.9999,-1.4105e-05,-1.6118e-05,2.8037e-05,35330,0.3,	
0.35991,0.99419,-1.4733e-05,-1.5383e-05,2.797e-05,1262.3,0.3,	
0.12744,0.91904,-1.4895e-05,-1.5074e-05,2.7829e-05,6.6022,0.3,	
0.0070211,0.85983,-1.2703e-05,-1.4136e-05,2.9125e-05,0.00018963,0.3,	
0.001,0.8402,5.9768e-06,-7.2569e-06,4.053e-05,0.00018315,0.3,	
0.001,0.8281,1.4365e-05,-3.7625e-06,4.6752e-05,0.00018112,0.3,	
0.001,0.81945,1.2456e-05,-5.1634e-06,4.5055e-05,0.00017967,0.3,	
0.001,0.81245,1.2801e-05,-4.1376e-06,4.5764e-05,0.00017849,0.3,	
0.001,0.80634,1.2678e-05,-4.0555e-06,4.5728e-05,0.00017747,0.3,	
0.001,0.80098,1.2709e-05,-3.7083e-06,4.5875e-05,0.00017656,0.3,	
0.001,0.79626,1.2739e-05,-3.4398e-06,4.5947e-05,0.00017577,0.3,	
0.001,0.7921,1.2776e-05,-3.1221e-06,4.6019e-05,0.00017507,0.3,	
0.001,0.78839,1.2808e-05,-2.7703e-06,4.609e-05,0.00017445,0.3,	
0.001,0.78511,1.2826e-05,-2.3735e-06,4.618e-05,0.0001739,0.3,	
0.001,0.78223,1.2832e-05,-1.9404e-06,4.6306e-05,0.00017342,0.3,	
0.001,0.77976,1.2832e-05,-1.4891e-06,4.648e-05,0.000173,0.3,	
0.001,0.77769,1.2836e-05,-1.0433e-06,4.6708e-05,0.00017265,0.3,	
0.001,0.77606,1.2852e-05,-6.3231e-07,4.6991e-05,0.00017238,0.3,	
0.001,0.77497,1.2896e-05,-2.9584e-07,4.7324e-05,0.0001722,0.3,	
0.001,0.77499,1.2985e-05,-7.6036e-08,4.7661e-05,0.0001722,0.3,	
0.001,0.76929,1.2318e-05,-8.2392e-08,-4.7716e-05,0.00017124,0.3,	
0.001,0.76987,1.2263e-05,-2.9711e-07,-4.7393e-05,0.00017134,0.3,	
0.001,0.77127,1.2248e-05,-6.0341e-07,-4.707e-05,0.00017157,0.3,	
0.001,0.77313,1.2262e-05,-9.7601e-07,-4.6787e-05,0.00017189,0.3,	
0.001,0.77536,1.2289e-05,-1.3828e-06,-4.6557e-05,0.00017226,0.3,	
0.001,0.77796,1.2316e-05,-1.797e-06,-4.6379e-05,0.0001727,0.3,	
0.001,0.78092,1.2334e-05,-2.1978e-06,-4.625e-05,0.0001732,0.3,	
0.001,0.78425,1.234e-05,-2.5707e-06,-4.6157e-05,0.00017375,0.3,	
0.001,0.78794,1.2331e-05,-2.91e-06,-4.609e-05,0.00017437,0.3,	
0.001,0.79204,1.2311e-05,-3.2134e-06,-4.6038e-05,0.00017506,0.3,	
0.001,0.79658,1.2286e-05,-3.5036e-06,-4.5981e-05,0.00017582,0.3,	
0.001,0.80164,1.2282e-05,-3.7484e-06,-4.5944e-05,0.00017668,0.3,	
0.001,0.8073,1.2233e-05,-4.1227e-06,-4.581e-05,0.00017763,0.3,	
0.001,0.81367,1.2442e-05,-4.1614e-06,-4.5978e-05,0.0001787,0.3,	
0.001,0.82087,1.1855e-05,-5.3573e-06,-4.516e-05,0.00017991,0.3,	
0.001,0.82972,1.4362e-05,-3.7784e-06,-4.741e-05,0.00018139,0.3,	
0.001,0.84211,4.0995e-06,-7.5722e-06,-4.0447e-05,0.00018348,0.3,	
0.010444,0.86262,-1.4067e-05,-1.4773e-05,-2.8769e-05,0.00021015,0.3,	
0.13539,0.92749,-1.5099e-05,-1.5332e-05,-2.8258e-05,8.9994,0.3,	
0.37455,0.99445,-1.4858e-05,-1.5698e-05,-2.8387e-05,1541.1,0.3,	
0.72045,1,-1.3944e-05,-1.6696e-05,-2.841e-05,40762,0.3,	
1,1,-1.318e-05,-1.7146e-05,-2.7933e-05,2.1e+05,0.3,	
1,1,-1.3285e-05,-1.694e-05,-2.7518e-05,2.1e+05,0.3,	
1,1,-1.2902e-05,-1.7075e-05,-2.709e-05,2.1e+05,0.3,	
1,1,-1.2693e-05,-1.7025e-05,-2.6664e-05,2.1e+05,0.3,	
1,0.96286,-1.2673e-05,-1.6763e-05,-2.6277e-05,2.0376e+05,0.3,	
1,0.89419,-1.2868e-05,-1.6295e-05,-2.5964e-05,1.9222e+05,0.3,	
1,0.82521,-1.3147e-05,-1.5756e-05,-2.5737e-05,1.8063e+05,0.3,	
1,0.76266,-1.3481e-05,-1.5164e-05,-2.5593e-05,1.7013e+05,0.3,	
1,0.71803,-1.3795e-05,-1.4579e-05,-2.5525e-05,1.6263e+05,0.3,	
1,0.70756,-1.3979e-05,-1.4095e-05,-2.5526e-05,1.6087e+05,0.3,	
1,0.71575,-1.4059e-05,-1.3702e-05,-2.5586e-05,1.6225e+05,0.3,	
1,0.72342,-1.4109e-05,-1.3345e-05,-2.5707e-05,1.6353e+05,0.3,	
1,0.73053,-1.4117e-05,-1.3042e-05,-2.589e-05,1.6473e+05,0.3,	
1,0.73692,-1.4078e-05,-1.2813e-05,-2.6133e-05,1.658e+05,0.3,	
1,0.74256,-1.398e-05,-1.2678e-05,-2.6425e-05,1.6675e+05,0.3,	
1,0.74744,-1.3815e-05,-1.2653e-05,-2.6744e-05,1.6757e+05,0.3,	
1,0.75158,-1.358e-05,-1.2749e-05,-2.7071e-05,1.6827e+05,0.3,	
1,0.75499,-1.3277e-05,-1.2966e-05,-2.738e-05,1.6884e+05,0.3,	
1,0.75769,-1.2912e-05,-1.3298e-05,-2.7652e-05,1.6929e+05,0.3,	
1,0.75969,-1.2497e-05,-1.3735e-05,-2.787e-05,1.6963e+05,0.3,	
1,0.76095,-1.2042e-05,-1.4261e-05,-2.802e-05,1.6984e+05,0.3,	
1,0.76157,-1.156e-05,-1.4865e-05,-2.8097e-05,1.6994e+05,0.3,	
1,0.76094,-1.1054e-05,-1.5525e-05,-2.8095e-05,1.6984e+05,0.3,	
1,0.76319,-1.0548e-05,-1.6179e-05,-2.7966e-05,1.7022e+05,0.3,	
1,0.81006,-1.0124e-05,-1.6866e-05,-2.7772e-05,1.7809e+05,0.3,	
1,0.88919,-9.7248e-06,-1.7608e-05,-2.7523e-05,1.9138e+05,0.3,	
1,0.98369,-9.2569e-06,-1.84e-05,-2.7235e-05,2.0726e+05,0.3,	
1,1,-8.8743e-06,-1.8922e-05,-2.6934e-05,2.1e+05,0.3,	
1,1,-8.4262e-06,-1.9712e-05,-2.6408e-05,2.1e+05,0.3,	
1,1,-8.2254e-06,-1.8991e-05,-2.5075e-05,2.1e+05,0.3,	
0.61653,0.99881,-1.1465e-05,-1.7024e-05,-2.6474e-05,18689,0.3,	
0.28436,0.95773,-1.3547e-05,-1.5957e-05,-2.7457e-05,377.26,0.3,	
0.077601,0.845,-1.5226e-05,-1.5465e-05,-2.8629e-05,0.51785,0.3,	
0.001,0.79962,-2.7785e-06,-1.8097e-05,-3.515e-05,0.00017634,0.3,	
0.001,0.77312,1.0887e-05,-2.286e-05,-3.6651e-05,0.00017189,0.3,	
0.001,0.75569,9.9876e-06,-2.4434e-05,-3.3276e-05,0.00016896,0.3,	
0.001,0.74143,1.1106e-05,-2.4634e-05,-3.276e-05,0.00016656,0.3,	
0.001,0.72815,1.1616e-05,-2.5745e-05,-3.1263e-05,0.00016433,0.3,	
0.001,0.71638,1.1574e-05,-2.6274e-05,-2.9777e-05,0.00016235,0.3,	
0.001,0.70588,1.1475e-05,-2.6643e-05,-2.8487e-05,0.00016059,0.3,	
0.001,0.6964,1.135e-05,-2.6978e-05,-2.7241e-05,0.000159,0.3,	
0.001,0.68779,1.1204e-05,-2.7276e-05,-2.6e-05,0.00015755,0.3,	
0.001,0.67993,1.1019e-05,-2.7527e-05,-2.4749e-05,0.00015623,0.3,	
0.001,0.67272,1.079e-05,-2.7718e-05,-2.3494e-05,0.00015502,0.3,	
0.001,0.66611,1.052e-05,-2.7849e-05,-2.2244e-05,0.00015391,0.3,	
0.001,0.66004,1.0212e-05,-2.7921e-05,-2.1008e-05,0.00015289,0.3,	
0.001,0.65446,9.8716e-06,-2.7939e-05,-1.979e-05,0.00015195,0.3,	
0.001,0.64935,9.5046e-06,-2.7907e-05,-1.8595e-05,0.00015109,0.3,	
0.001,0.64468,9.1162e-06,-2.7831e-05,-1.7428e-05,0.00015031,0.3,	
0.001,0.64043,8.7118e-06,-2.7716e-05,-1.629e-05,0.00014959,0.3,	
0.001,0.63656,8.2963e-06,-2.7568e-05,-1.5185e-05,0.00014894,0.3,	
0.001,0.63306,7.8746e-06,-2.7391e-05,-1.4112e-05,0.00014835,0.3,	
0.001,0.62991,7.4512e-06,-2.7192e-05,-1.3074e-05,0.00014782,0.3,	
0.001,0.62708,7.0304e-06,-2.6975e-05,-1.207e-05,0.00014735,0.3,	
0.001,0.62455,6.6164e-06,-2.6745e-05,-1.11e-05,0.00014692,0.3,	
0.001,0.62231,6.213e-06,-2.6508e-05,-1.0165e-05,0.00014655,0.3,	
0.001,0.62033,5.8238e-06,-2.6267e-05,-9.2622e-06,0.00014622,0.3,	
0.001,0.61859,5.4522e-06,-2.6028e-05,-8.3917e-06,0.00014592,0.3,	
0.001,0.61707,5.1012e-06,-2.5794e-05,-7.5517e-06,0.00014567,0.3,	
0.001,0.61575,4.7735e-06,-2.5568e-05,-6.7403e-06,0.00014545,0.3,	
0.001,0.61462,4.4718e-06,-2.5356e-05,-5.9555e-06,0.00014526,0.3,	
0.001,0.61366,4.1981e-06,-2.5159e-05,-5.1952e-06,0.00014509,0.3,	
0.001,0.61285,3.9545e-06,-2.498e-05,-4.4567e-06,0.00014496,0.3,	
0.001,0.61218,3.7427e-06,-2.4822e-05,-3.7376e-06,0.00014485,0.3,	
0.001,0.61164,3.564e-06,-2.4688e-05,-3.035e-06,0.00014476,0.3,	
0.001,0.61122,3.4196e-06,-2.4578e-05,-2.3462e-06,0.00014468,0.3,	
0.001,0.61091,3.3106e-06,-2.4494e-05,-1.6681e-06,0.00014463,0.3,	
0.001,0.61071,3.2375e-06,-2.4438e-05,-9.9775e-07,0.0001446,0.3,	
0.001,0.61061,3.2008e-06,-2.441e-05,-3.3207e-07,0.00014458,0.3,	
0.001,0.61061,3.2008e-06,-2.441e-05,3.3207e-07,0.00014458,0.3,	
0.001,0.61071,3.2375e-06,-2.4438e-05,9.9775e-07,0.0001446,0.3,	
0.001,0.61091,3.3106e-06,-2.4494e-05,1.6681e-06,0.00014463,0.3,	
0.001,0.61122,3.4196e-06,-2.4578e-05,2.3462e-06,0.00014468,0.3,	
0.001,0.61164,3.564e-06,-2.4688e-05,3.035e-06,0.00014476,0.3,	
0.001,0.61218,3.7427e-06,-2.4822e-05,3.7376e-06,0.00014485,0.3,	
0.001,0.61285,3.9545e-06,-2.498e-05,4.4567e-06,0.00014496,0.3,	
0.001,0.61366,4.1981e-06,-2.5159e-05,5.1952e-06,0.00014509,0.3,	
0.001,0.61462,4.4718e-06,-2.5356e-05,5.9555e-06,0.00014526,0.3,	
0.001,0.61575,4.7735e-06,-2.5568e-05,6.7403e-06,0.00014545,0.3,	
0.001,0.61707,5.1012e-06,-2.5794e-05,7.5517e-06,0.00014567,0.3,	
0.001,0.61859,5.4522e-06,-2.6028e-05,8.3917e-06,0.00014592,0.3,	
0.001,0.62033,5.8238e-06,-2.6267e-05,9.2622e-06,0.00014622,0.3,	
0.001,0.62231,6.213e-06,-2.6508e-05,1.0165e-05,0.00014655,0.3,	
0.001,0.62455,6.6164e-06,-2.6745e-05,1.11e-05,0.00014692,0.3,	
0.001,0.62708,7.0304e-06,-2.6975e-05,1.207e-05,0.00014735,0.3,	
0.001,0.62991,7.4512e-06,-2.7192e-05,1.3074e-05,0.00014782,0.3,	
0.001,0.63306,7.8746e-06,-2.7391e-05,1.4112e-05,0.00014835,0.3,	
0.001,0.63656,8.2963e-06,-2.7568e-05,1.5185e-05,0.00014894,0.3,	
0.001,0.64043,8.7118e-06,-2.7716e-05,1.629e-05,0.00014959,0.3,	
0.001,0.64468,9.1162e-06,-2.7831e-05,1.7428e-05,0.00015031,0.3,	
0.001,0.64935,9.5046e-06,-2.7907e-05,1.8595e-05,0.00015109,0.3,	
0.001,0.65446,9.8716e-06,-2.7939e-05,1.979e-05,0.00015195,0.3,	
0.001,0.66004,1.0212e-05,-2.7921e-05,2.1008e-05,0.00015289,0.3,	
0.001,0.66611,1.052e-05,-2.7849e-05,2.2244e-05,0.00015391,0.3,	
0.001,0.67272,1.079e-05,-2.7718e-05,2.3494e-05,0.00015502,0.3,	
0.001,0.67993,1.1019e-05,-2.7527e-05,2.4749e-05,0.00015623,0.3,	
0.001,0.68779,1.1204e-05,-2.7276e-05,2.6e-05,0.00015755,0.3,	
0.001,0.6964,1.135e-05,-2.6978e-05,2.7241e-05,0.000159,0.3,	
0.001,0.70588,1.1475e-05,-2.6643e-05,2.8487e-05,0.00016059,0.3,	
0.001,0.71638,1.1574e-05,-2.6274e-05,2.9777e-05,0.00016235,0.3,	
0.001,0.72815,1.1616e-05,-2.5745e-05,3.1263e-05,0.00016433,0.3,	
0.001,0.74143,1.1106e-05,-2.4634e-05,3.276e-05,0.00016656,0.3,	
0.001,0.75569,9.9876e-06,-2.4434e-05,3.3276e-05,0.00016896,0.3,	
0.001,0.77312,1.0887e-05,-2.286e-05,3.6651e-05,0.00017189,0.3,	
0.001,0.79962,-2.7785e-06,-1.8097e-05,3.515e-05,0.00017634,0.3,	
0.077601,0.845,-1.5226e-05,-1.5465e-05,2.8629e-05,0.51785,0.3,	
0.28436,0.95773,-1.3547e-05,-1.5957e-05,2.7457e-05,377.26,0.3,	
0.61653,0.99881,-1.1465e-05,-1.7024e-05,2.6474e-05,18689,0.3,	
1,1,-8.2254e-06,-1.8991e-05,2.5075e-05,2.1e+05,0.3,	
1,1,-8.4262e-06,-1.9712e-05,2.6408e-05,2.1e+05,0.3,	
1,1,-8.8743e-06,-1.8922e-05,2.6934e-05,2.1e+05,0.3,	
1,0.98369,-9.2569e-06,-1.84e-05,2.7235e-05,2.0726e+05,0.3,	
1,0.88919,-9.7248e-06,-1.7608e-05,2.7523e-05,1.9138e+05,0.3,	
1,0.81006,-1.0124e-05,-1.6866e-05,2.7772e-05,1.7809e+05,0.3,	
1,0.76319,-1.0548e-05,-1.6179e-05,2.7966e-05,1.7022e+05,0.3,	
