Point ID,density,E-Modul,Poissons ratio,porosity
0,1,210000,0.3,1
1,1,206558,0.3,0.979514
2,0.969637,173414,0.3,0.939561
3,0.874362,106008,0.3,0.920055
4,0.714314,43203.1,0.3,0.926962
5,0.506591,10007.8,0.3,0.942116
6,0.284159,973.839,0.3,0.958031
7,0.0959248,16.4345,0.3,0.961347
8,0.00926917,0.00036467,0.3,0.919262
9,0.001,0.000186491,0.3,0.860063
10,0.001,0.000180534,0.3,0.824603
11,0.001,0.000176227,0.3,0.79897
12,0.001,0.00017247,0.3,0.776608
13,0.001,0.000169046,0.3,0.756224
14,0.001,0.000165956,0.3,0.737831
15,0.001,0.000163187,0.3,0.721351
16,0.001,0.000160701,0.3,0.706553
17,0.001,0.000158462,0.3,0.693226
18,0.001,0.000156441,0.3,0.681195
19,0.001,0.000154613,0.3,0.670317
20,0.001,0.000152959,0.3,0.660472
21,0.001,0.000151462,0.3,0.651562
22,0.001,0.000150109,0.3,0.643504
23,0.001,0.000148887,0.3,0.63623
24,0.001,0.000147786,0.3,0.629679
25,0.001,0.000146799,0.3,0.623801
26,0.001,0.000145917,0.3,0.618551
27,0.001,0.000145135,0.3,0.613897
28,0.001,0.000144451,0.3,0.609824
29,0.001,0.000143843,0.3,0.606208
30,0.001,0.00014338,0.3,0.603454
31,0.001,0.000143046,0.3,0.601466
32,0.001,0.000142658,0.3,0.599154
33,0.001,0.00014231,0.3,0.597085
34,0.001,0.000142123,0.3,0.595971
35,0.001,0.000141912,0.3,0.594714
36,0.001,0.00014187,0.3,0.594463
37,0.001,0.000141794,0.3,0.59401
38,0.001,0.000141713,0.3,0.593531
39,0.001,0.000141745,0.3,0.593722
40,0.001,0.000141761,0.3,0.593812
41,0.001,0.0001419,0.3,0.59464
42,0.001,0.000142048,0.3,0.595521
43,0.001,0.000142258,0.3,0.596772
44,0.001,0.00014252,0.3,0.598331
45,0.001,0.000142811,0.3,0.600067
46,0.001,0.000143143,0.3,0.602039
47,0.001,0.000143528,0.3,0.604331
48,0.001,0.000144007,0.3,0.607181
49,0.001,0.000144468,0.3,0.609929
50,0.001,0.000145131,0.3,0.613876
51,0.001,0.00014604,0.3,0.619287
52,0.001,0.000146489,0.3,0.621957
53,0.001,0.000146421,0.3,0.621554
54,0.001,0.000147221,0.3,0.626316
55,0.001,0.000147774,0.3,0.629606
56,0.001,0.000147749,0.3,0.629458
57,0.001,0.000148315,0.3,0.632825
58,0.001,0.000148844,0.3,0.635975
59,0.001,0.000149389,0.3,0.63922
60,0.001,0.000149943,0.3,0.642517
61,0.001,0.000150498,0.3,0.645818
62,0.001,0.000151049,0.3,0.649103
63,0.001,0.000151598,0.3,0.652367
64,0.001,0.000152142,0.3,0.655604
65,0.001,0.000152679,0.3,0.658802
66,0.001,0.000153208,0.3,0.66195
67,0.001,0.000153726,0.3,0.665038
68,0.001,0.000154233,0.3,0.668055
69,0.001,0.000154727,0.3,0.670992
70,0.001,0.000155206,0.3,0.673842
71,0.001,0.000155669,0.3,0.676598
72,0.001,0.000156114,0.3,0.679251
73,0.001,0.000156542,0.3,0.681795
74,0.001,0.00015695,0.3,0.684223
75,0.001,0.000157337,0.3,0.686531
76,0.001,0.000157704,0.3,0.688713
77,0.001,0.000158049,0.3,0.690765
78,0.001,0.00015837,0.3,0.692681
79,0.001,0.000158669,0.3,0.694456
80,0.001,0.000158943,0.3,0.69609
81,0.001,0.000159193,0.3,0.697577
82,0.001,0.000159418,0.3,0.698917
83,0.001,0.000159618,0.3,0.700105
84,0.001,0.000159792,0.3,0.701139
85,0.001,0.000159939,0.3,0.702018
86,0.001,0.00016006,0.3,0.70274
87,0.001,0.000160155,0.3,0.703302
88,0.001,0.000160223,0.3,0.703705
89,0.001,0.000160263,0.3,0.703947
90,0.001,0.000160277,0.3,0.704028
91,0.001,0.000160263,0.3,0.703947
92,0.001,0.000160223,0.3,0.703705
93,0.001,0.000160155,0.3,0.703302
94,0.001,0.00016006,0.3,0.70274
95,0.001,0.000159939,0.3,0.702018
96,0.001,0.000159792,0.3,0.701139
97,0.001,0.000159618,0.3,0.700105
98,0.001,0.000159418,0.3,0.698917
99,0.001,0.000159193,0.3,0.697577
100,0.001,0.000158943,0.3,0.69609
101,0.001,0.000158669,0.3,0.694456
102,0.001,0.00015837,0.3,0.692681
103,0.001,0.000158049,0.3,0.690765
104,0.001,0.000157704,0.3,0.688713
105,0.001,0.000157337,0.3,0.686531
106,0.001,0.00015695,0.3,0.684223
107,0.001,0.000156542,0.3,0.681795
108,0.001,0.000156114,0.3,0.679251
109,0.001,0.000155669,0.3,0.676598
110,0.001,0.000155206,0.3,0.673842
111,0.001,0.000154727,0.3,0.670992
112,0.001,0.000154233,0.3,0.668055
113,0.001,0.000153726,0.3,0.665038
114,0.001,0.000153208,0.3,0.66195
115,0.001,0.000152679,0.3,0.658802
116,0.001,0.000152142,0.3,0.655604
117,0.001,0.000151598,0.3,0.652367
118,0.001,0.000151049,0.3,0.649103
119,0.001,0.000150498,0.3,0.645818
120,0.001,0.000149943,0.3,0.642517
121,0.001,0.000149389,0.3,0.63922
122,0.001,0.000148844,0.3,0.635975
123,0.001,0.000148315,0.3,0.632825
124,0.001,0.000147749,0.3,0.629458
125,0.001,0.000147774,0.3,0.629606
126,0.001,0.000147221,0.3,0.626316
127,0.001,0.000146421,0.3,0.621554
128,0.001,0.000146489,0.3,0.621957
129,0.001,0.00014604,0.3,0.619287
130,0.001,0.000145131,0.3,0.613876
131,0.001,0.000144468,0.3,0.609929
132,0.001,0.000144007,0.3,0.607181
133,0.001,0.000143528,0.3,0.604331
134,0.001,0.000143143,0.3,0.602039
135,0.001,0.000142811,0.3,0.600067
136,0.001,0.00014252,0.3,0.598331
137,0.001,0.000142258,0.3,0.596772
138,0.001,0.000142048,0.3,0.595521
139,0.001,0.0001419,0.3,0.59464
140,0.001,0.000141761,0.3,0.593812
141,0.001,0.000141745,0.3,0.593722
142,0.001,0.000141713,0.3,0.593531
143,0.001,0.000141794,0.3,0.59401
144,0.001,0.00014187,0.3,0.594463
145,0.001,0.000141912,0.3,0.594714
146,0.001,0.000142123,0.3,0.595971
147,0.001,0.00014231,0.3,0.597085
148,0.001,0.000142658,0.3,0.599154
149,0.001,0.000143046,0.3,0.601466
150,0.001,0.00014338,0.3,0.603454
151,0.001,0.000143843,0.3,0.606208
152,0.001,0.000144451,0.3,0.609824
153,0.001,0.000145135,0.3,0.613897
154,0.001,0.000145917,0.3,0.618551
155,0.001,0.000146799,0.3,0.623801
156,0.001,0.000147786,0.3,0.629679
157,0.001,0.000148887,0.3,0.63623
158,0.001,0.000150109,0.3,0.643504
159,0.001,0.000151462,0.3,0.651562
160,0.001,0.000152959,0.3,0.660472
161,0.001,0.000154613,0.3,0.670317
162,0.001,0.000156441,0.3,0.681195
163,0.001,0.000158462,0.3,0.693226
164,0.001,0.000160701,0.3,0.706553
165,0.001,0.000163187,0.3,0.721351
166,0.001,0.000165956,0.3,0.737831
167,0.001,0.000169046,0.3,0.756224
168,0.001,0.00017247,0.3,0.776608
169,0.001,0.000176227,0.3,0.79897
170,0.001,0.000180534,0.3,0.824603
171,0.001,0.000186491,0.3,0.860063
172,0.00926917,0.00036467,0.3,0.919262
173,0.0959248,16.4345,0.3,0.961347
174,0.284159,973.839,0.3,0.958031
175,0.506591,10007.8,0.3,0.942116
176,0.714314,43203.1,0.3,0.926962
177,0.874362,106008,0.3,0.920055
178,0.969637,173414,0.3,0.939561
179,1,206558,0.3,0.979514
180,1,210000,0.3,1
181,1,198272,0.3,0.930191
182,1,197934,0.3,0.92818
183,0.984818,182935,0.3,0.917569
184,0.92264,137153,0.3,0.910648
185,0.780481,69240.5,0.3,0.917769
186,0.566971,18300.1,0.3,0.931096
187,0.332148,2139.69,0.3,0.947741
188,0.129438,64.7112,0.3,0.959255
189,0.0221013,0.079466,0.3,0.947066
190,0.001,0.000193309,0.3,0.900647
191,0.001,0.000183608,0.3,0.842903
192,0.001,0.000177045,0.3,0.803836
193,0.001,0.000173041,0.3,0.780005
194,0.001,0.000169518,0.3,0.759033
195,0.001,0.000166353,0.3,0.740193
196,0.001,0.000163525,0.3,0.72336
197,0.001,0.000160999,0.3,0.708325
198,0.001,0.000158733,0.3,0.694838
199,0.001,0.000156693,0.3,0.682697
200,0.001,0.000154853,0.3,0.671742
201,0.001,0.00015319,0.3,0.661843
202,0.001,0.000151686,0.3,0.652892
203,0.001,0.000150327,0.3,0.644803
204,0.001,0.0001491,0.3,0.637502
205,0.001,0.000147996,0.3,0.630926
206,0.001,0.000147004,0.3,0.625022
207,0.001,0.000146117,0.3,0.619744
208,0.001,0.000145329,0.3,0.615054
209,0.001,0.000144636,0.3,0.610926
210,0.001,0.000144022,0.3,0.607271
211,0.001,0.00014352,0.3,0.604282
212,0.001,0.000143125,0.3,0.601933
213,0.001,0.000142733,0.3,0.599601
214,0.001,0.000142398,0.3,0.597604
215,0.001,0.000142174,0.3,0.596271
216,0.001,0.000141997,0.3,0.595217
217,0.001,0.000141932,0.3,0.594835
218,0.001,0.000141814,0.3,0.59413
219,0.001,0.00014175,0.3,0.593748
220,0.001,0.000141798,0.3,0.594036
221,0.001,0.000141826,0.3,0.594203
222,0.001,0.000141921,0.3,0.594766
223,0.001,0.00014206,0.3,0.595597
224,0.001,0.000142269,0.3,0.596841
225,0.001,0.000142504,0.3,0.598237
226,0.001,0.000142791,0.3,0.599943
227,0.001,0.000143147,0.3,0.602066
228,0.001,0.000143487,0.3,0.60409
229,0.001,0.000143852,0.3,0.606258
230,0.001,0.000144313,0.3,0.609007
231,0.001,0.000145008,0.3,0.613141
232,0.001,0.000145775,0.3,0.617708
233,0.001,0.000146518,0.3,0.622131
234,0.001,0.000146522,0.3,0.622154
235,0.001,0.000146696,0.3,0.62319
236,0.001,0.000147235,0.3,0.626398
237,0.001,0.000147459,0.3,0.62773
238,0.001,0.000147989,0.3,0.630886
239,0.001,0.0001485,0.3,0.633927
240,0.001,0.000149023,0.3,0.637038
241,0.001,0.000149552,0.3,0.640189
242,0.001,0.000150082,0.3,0.643344
243,0.001,0.000150609,0.3,0.646483
244,0.001,0.000151133,0.3,0.649602
245,0.001,0.000151652,0.3,0.652692
246,0.001,0.000152165,0.3,0.655744
247,0.001,0.00015267,0.3,0.658747
248,0.001,0.000153164,0.3,0.661692
249,0.001,0.000153648,0.3,0.66457
250,0.001,0.000154118,0.3,0.667371
251,0.001,0.000154575,0.3,0.670089
252,0.001,0.000155017,0.3,0.672718
253,0.001,0.000155442,0.3,0.675249
254,0.001,0.00015585,0.3,0.677675
255,0.001,0.000156239,0.3,0.679991
256,0.001,0.000156609,0.3,0.682193
257,0.001,0.000156958,0.3,0.684274
258,0.001,0.000157287,0.3,0.686231
259,0.001,0.000157594,0.3,0.688059
260,0.001,0.000157879,0.3,0.689753
261,0.001,0.00015814,0.3,0.691311
262,0.001,0.000158379,0.3,0.69273
263,0.001,0.000158593,0.3,0.694008
264,0.001,0.000158784,0.3,0.695141
265,0.001,0.00015895,0.3,0.696127
266,0.001,0.00015909,0.3,0.696965
267,0.001,0.000159206,0.3,0.697653
268,0.001,0.000159296,0.3,0.698189
269,0.001,0.00015936,0.3,0.698573
270,0.001,0.000159399,0.3,0.698803
271,0.001,0.000159412,0.3,0.69888
272,0.001,0.000159399,0.3,0.698803
273,0.001,0.00015936,0.3,0.698573
274,0.001,0.000159296,0.3,0.698189
275,0.001,0.000159206,0.3,0.697653
276,0.001,0.00015909,0.3,0.696965
277,0.001,0.00015895,0.3,0.696127
278,0.001,0.000158784,0.3,0.695141
279,0.001,0.000158593,0.3,0.694008
280,0.001,0.000158379,0.3,0.69273
281,0.001,0.00015814,0.3,0.691311
282,0.001,0.000157879,0.3,0.689753
283,0.001,0.000157594,0.3,0.688059
284,0.001,0.000157287,0.3,0.686231
285,0.001,0.000156958,0.3,0.684274
286,0.001,0.000156609,0.3,0.682193
287,0.001,0.000156239,0.3,0.679991
288,0.001,0.00015585,0.3,0.677675
289,0.001,0.000155442,0.3,0.675249
290,0.001,0.000155017,0.3,0.672718
291,0.001,0.000154575,0.3,0.670089
292,0.001,0.000154118,0.3,0.667371
293,0.001,0.000153648,0.3,0.66457
294,0.001,0.000153164,0.3,0.661692
295,0.001,0.00015267,0.3,0.658747
296,0.001,0.000152165,0.3,0.655744
297,0.001,0.000151652,0.3,0.652692
298,0.001,0.000151133,0.3,0.649602
299,0.001,0.000150609,0.3,0.646483
300,0.001,0.000150082,0.3,0.643344
301,0.001,0.000149552,0.3,0.640189
302,0.001,0.000149023,0.3,0.637038
303,0.001,0.0001485,0.3,0.633927
304,0.001,0.000147989,0.3,0.630886
305,0.001,0.000147459,0.3,0.62773
306,0.001,0.000147235,0.3,0.626398
307,0.001,0.000146696,0.3,0.62319
308,0.001,0.000146522,0.3,0.622154
309,0.001,0.000146518,0.3,0.622131
310,0.001,0.000145775,0.3,0.617708
311,0.001,0.000145008,0.3,0.613141
312,0.001,0.000144313,0.3,0.609007
313,0.001,0.000143852,0.3,0.606258
314,0.001,0.000143487,0.3,0.60409
315,0.001,0.000143147,0.3,0.602066
316,0.001,0.000142791,0.3,0.599943
317,0.001,0.000142504,0.3,0.598237
318,0.001,0.000142269,0.3,0.596841
319,0.001,0.00014206,0.3,0.595597
320,0.001,0.000141921,0.3,0.594766
321,0.001,0.000141826,0.3,0.594203
322,0.001,0.000141798,0.3,0.594036
323,0.001,0.00014175,0.3,0.593748
324,0.001,0.000141814,0.3,0.59413
325,0.001,0.000141932,0.3,0.594835
326,0.001,0.000141997,0.3,0.595217
327,0.001,0.000142174,0.3,0.596271
328,0.001,0.000142398,0.3,0.597604
329,0.001,0.000142733,0.3,0.599601
330,0.001,0.000143125,0.3,0.601933
331,0.001,0.00014352,0.3,0.604282
332,0.001,0.000144022,0.3,0.607271
333,0.001,0.000144636,0.3,0.610926
334,0.001,0.000145329,0.3,0.615054
335,0.001,0.000146117,0.3,0.619744
336,0.001,0.000147004,0.3,0.625022
337,0.001,0.000147996,0.3,0.630926
338,0.001,0.0001491,0.3,0.637502
339,0.001,0.000150327,0.3,0.644803
340,0.001,0.000151686,0.3,0.652892
341,0.001,0.00015319,0.3,0.661843
342,0.001,0.000154853,0.3,0.671742
343,0.001,0.000156693,0.3,0.682697
344,0.001,0.000158733,0.3,0.694838
345,0.001,0.000160999,0.3,0.708325
346,0.001,0.000163525,0.3,0.72336
347,0.001,0.000166353,0.3,0.740193
348,0.001,0.000169518,0.3,0.759033
349,0.001,0.000173041,0.3,0.780005
350,0.001,0.000177045,0.3,0.803836
351,0.001,0.000183608,0.3,0.842903
352,0.001,0.000193309,0.3,0.900647
353,0.0221013,0.079466,0.3,0.947066
354,0.129438,64.7112,0.3,0.959255
355,0.332148,2139.69,0.3,0.947741
356,0.566971,18300.1,0.3,0.931096
357,0.780481,69240.5,0.3,0.917769
358,0.92264,137153,0.3,0.910648
359,0.984818,182935,0.3,0.917569
360,1,197934,0.3,0.92818
361,1,198272,0.3,0.930191
362,1,182103,0.3,0.833948
363,1,183824,0.3,0.844193
364,1,186270,0.3,0.858749
365,0.985459,176057,0.3,0.872696
366,0.923324,142219,0.3,0.892266
367,0.75951,75564.8,0.3,0.909289
368,0.510448,17467.8,0.3,0.924544
369,0.266478,1603.39,0.3,0.943181
370,0.0951243,41.5016,0.3,0.96357
371,0.0179509,0.0788396,0.3,0.957664
372,0.001,0.000194082,0.3,0.905249
373,0.001,0.000182654,0.3,0.837223
374,0.001,0.000175088,0.3,0.792188
375,0.001,0.000171011,0.3,0.767919
376,0.001,0.000167628,0.3,0.747785
377,0.001,0.000164622,0.3,0.729895
378,0.001,0.000161954,0.3,0.714008
379,0.001,0.000159584,0.3,0.699905
380,0.001,0.000157469,0.3,0.687317
381,0.001,0.000155573,0.3,0.676029
382,0.001,0.000153867,0.3,0.665874
383,0.001,0.000152329,0.3,0.656722
384,0.001,0.000150943,0.3,0.648467
385,0.001,0.000149692,0.3,0.641024
386,0.001,0.000148566,0.3,0.63432
387,0.001,0.000147554,0.3,0.628295
388,0.001,0.000146647,0.3,0.622895
389,0.001,0.000145837,0.3,0.618075
390,0.001,0.000145118,0.3,0.613794
391,0.001,0.000144481,0.3,0.610006
392,0.001,0.000143923,0.3,0.606686
393,0.001,0.000143447,0.3,0.603848
394,0.001,0.000143036,0.3,0.601405
395,0.001,0.000142694,0.3,0.599371
396,0.001,0.000142413,0.3,0.597698
397,0.001,0.00014226,0.3,0.596782
398,0.001,0.000142134,0.3,0.596034
399,0.001,0.000141957,0.3,0.594982
400,0.001,0.000141955,0.3,0.594968
401,0.001,0.000142075,0.3,0.595686
402,0.001,0.000142051,0.3,0.595543
403,0.001,0.000142019,0.3,0.595351
404,0.001,0.000142156,0.3,0.596169
405,0.001,0.000142338,0.3,0.597248
406,0.001,0.000142525,0.3,0.598365
407,0.001,0.000142763,0.3,0.59978
408,0.001,0.000143149,0.3,0.602078
409,0.001,0.000143488,0.3,0.604093
410,0.001,0.000143696,0.3,0.605332
411,0.001,0.000144046,0.3,0.607419
412,0.001,0.000144693,0.3,0.611269
413,0.001,0.000145144,0.3,0.613952
414,0.001,0.000147796,0.3,0.629738
415,0.001,0.000148052,0.3,0.631259
416,0.001,0.00014601,0.3,0.619105
417,0.001,0.000146522,0.3,0.622152
418,0.001,0.000146951,0.3,0.624707
419,0.001,0.000147423,0.3,0.627514
420,0.001,0.000147895,0.3,0.630326
421,0.001,0.000148372,0.3,0.633168
422,0.001,0.000148853,0.3,0.636028
423,0.001,0.000149333,0.3,0.638888
424,0.001,0.000149811,0.3,0.641734
425,0.001,0.000150286,0.3,0.644558
426,0.001,0.000150755,0.3,0.647353
427,0.001,0.000151219,0.3,0.65011
428,0.001,0.000151674,0.3,0.652821
429,0.001,0.00015212,0.3,0.655477
430,0.001,0.000152556,0.3,0.658071
431,0.001,0.00015298,0.3,0.660596
432,0.001,0.000153392,0.3,0.663046
433,0.001,0.00015379,0.3,0.665414
434,0.001,0.000154173,0.3,0.667694
435,0.001,0.00015454,0.3,0.66988
436,0.001,0.000154891,0.3,0.671966
437,0.001,0.000155224,0.3,0.673949
438,0.001,0.000155539,0.3,0.675824
439,0.001,0.000155835,0.3,0.677587
440,0.001,0.000156111,0.3,0.679233
441,0.001,0.000156368,0.3,0.680759
442,0.001,0.000156603,0.3,0.682162
443,0.001,0.000156818,0.3,0.68344
444,0.001,0.000157011,0.3,0.68459
445,0.001,0.000157183,0.3,0.685609
446,0.001,0.000157332,0.3,0.686497
447,0.001,0.000157458,0.3,0.68725
448,0.001,0.000157562,0.3,0.687869
449,0.001,0.000157643,0.3,0.688351
450,0.001,0.000157701,0.3,0.688696
451,0.001,0.000157736,0.3,0.688903
452,0.001,0.000157747,0.3,0.688972
453,0.001,0.000157736,0.3,0.688903
454,0.001,0.000157701,0.3,0.688696
455,0.001,0.000157643,0.3,0.688351
456,0.001,0.000157562,0.3,0.687869
457,0.001,0.000157458,0.3,0.68725
458,0.001,0.000157332,0.3,0.686497
459,0.001,0.000157183,0.3,0.685609
460,0.001,0.000157011,0.3,0.68459
461,0.001,0.000156818,0.3,0.68344
462,0.001,0.000156603,0.3,0.682162
463,0.001,0.000156368,0.3,0.680759
464,0.001,0.000156111,0.3,0.679233
465,0.001,0.000155835,0.3,0.677587
466,0.001,0.000155539,0.3,0.675824
467,0.001,0.000155224,0.3,0.673949
468,0.001,0.000154891,0.3,0.671966
469,0.001,0.00015454,0.3,0.66988
470,0.001,0.000154173,0.3,0.667694
471,0.001,0.00015379,0.3,0.665414
472,0.001,0.000153392,0.3,0.663046
473,0.001,0.00015298,0.3,0.660596
474,0.001,0.000152556,0.3,0.658071
475,0.001,0.00015212,0.3,0.655477
476,0.001,0.000151674,0.3,0.652821
477,0.001,0.000151219,0.3,0.65011
478,0.001,0.000150755,0.3,0.647353
479,0.001,0.000150286,0.3,0.644558
480,0.001,0.000149811,0.3,0.641734
481,0.001,0.000149333,0.3,0.638888
482,0.001,0.000148853,0.3,0.636028
483,0.001,0.000148372,0.3,0.633168
484,0.001,0.000147895,0.3,0.630326
485,0.001,0.000147423,0.3,0.627514
486,0.001,0.000146951,0.3,0.624707
487,0.001,0.000146522,0.3,0.622152
488,0.001,0.00014601,0.3,0.619105
489,0.001,0.000148052,0.3,0.631259
490,0.001,0.000147796,0.3,0.629738
491,0.001,0.000145144,0.3,0.613952
492,0.001,0.000144693,0.3,0.611269
493,0.001,0.000144046,0.3,0.607419
494,0.001,0.000143696,0.3,0.605332
495,0.001,0.000143488,0.3,0.604093
496,0.001,0.000143149,0.3,0.602078
497,0.001,0.000142763,0.3,0.59978
498,0.001,0.000142525,0.3,0.598365
499,0.001,0.000142338,0.3,0.597248
500,0.001,0.000142156,0.3,0.596169
501,0.001,0.000142019,0.3,0.595351
502,0.001,0.000142051,0.3,0.595543
503,0.001,0.000142075,0.3,0.595686
504,0.001,0.000141955,0.3,0.594968
505,0.001,0.000141957,0.3,0.594982
506,0.001,0.000142134,0.3,0.596034
507,0.001,0.00014226,0.3,0.596782
508,0.001,0.000142413,0.3,0.597698
509,0.001,0.000142694,0.3,0.599371
510,0.001,0.000143036,0.3,0.601405
511,0.001,0.000143447,0.3,0.603848
512,0.001,0.000143923,0.3,0.606686
513,0.001,0.000144481,0.3,0.610006
514,0.001,0.000145118,0.3,0.613794
515,0.001,0.000145837,0.3,0.618075
516,0.001,0.000146647,0.3,0.622895
517,0.001,0.000147554,0.3,0.628295
518,0.001,0.000148566,0.3,0.63432
519,0.001,0.000149692,0.3,0.641024
520,0.001,0.000150943,0.3,0.648467
521,0.001,0.000152329,0.3,0.656722
522,0.001,0.000153867,0.3,0.665874
523,0.001,0.000155573,0.3,0.676029
524,0.001,0.000157469,0.3,0.687317
525,0.001,0.000159584,0.3,0.699905
526,0.001,0.000161954,0.3,0.714008
527,0.001,0.000164622,0.3,0.729895
528,0.001,0.000167628,0.3,0.747785
529,0.001,0.000171011,0.3,0.767919
530,0.001,0.000175088,0.3,0.792188
531,0.001,0.000182654,0.3,0.837223
532,0.001,0.000194082,0.3,0.905249
533,0.0179509,0.0788396,0.3,0.957664
534,0.0951243,41.5016,0.3,0.96357
535,0.266478,1603.39,0.3,0.943181
536,0.510448,17467.8,0.3,0.924544
537,0.75951,75564.8,0.3,0.909289
538,0.923324,142219,0.3,0.892266
539,0.985459,176057,0.3,0.872696
540,1,186270,0.3,0.858749
541,1,183824,0.3,0.844193
542,1,182103,0.3,0.833948
543,1,175418,0.3,0.794157
544,1,176018,0.3,0.797725
545,1,176860,0.3,0.802736
546,1,178827,0.3,0.814446
547,1,183554,0.3,0.842585
548,0.945835,155059,0.3,0.876573
549,0.784109,85431.2,0.3,0.902027
550,0.536661,26185.5,0.3,0.918561
551,0.286235,2624.28,0.3,0.937205
552,0.111986,90.0261,0.3,0.9604
553,0.024637,0.405051,0.3,0.960541
554,0.001,0.000195787,0.3,0.915397
555,0.001,0.000183512,0.3,0.842331
556,0.001,0.000174216,0.3,0.787
557,0.001,0.000169803,0.3,0.760731
558,0.001,0.000166506,0.3,0.741104
559,0.001,0.0001636,0.3,0.72381
560,0.001,0.000161028,0.3,0.708497
561,0.001,0.000158755,0.3,0.694971
562,0.001,0.000156739,0.3,0.682972
563,0.001,0.00015494,0.3,0.672264
564,0.001,0.000153328,0.3,0.662668
565,0.001,0.00015188,0.3,0.654047
566,0.001,0.000150577,0.3,0.646292
567,0.001,0.000149405,0.3,0.639314
568,0.001,0.000148351,0.3,0.63304
569,0.001,0.000147405,0.3,0.627408
570,0.001,0.000146557,0.3,0.622364
571,0.001,0.000145801,0.3,0.617863
572,0.001,0.00014513,0.3,0.61387
573,0.001,0.000144538,0.3,0.610347
574,0.001,0.000144021,0.3,0.607268
575,0.001,0.000143576,0.3,0.604618
576,0.001,0.000143198,0.3,0.602365
577,0.001,0.00014288,0.3,0.600476
578,0.001,0.000142664,0.3,0.599191
579,0.001,0.000142475,0.3,0.598067
580,0.001,0.000142318,0.3,0.597129
581,0.001,0.000142349,0.3,0.597316
582,0.001,0.000142392,0.3,0.597569
583,0.001,0.000142297,0.3,0.597003
584,0.001,0.000142293,0.3,0.596981
585,0.001,0.000142417,0.3,0.59772
586,0.001,0.000142538,0.3,0.598439
587,0.001,0.00014272,0.3,0.599524
588,0.001,0.000142915,0.3,0.600681
589,0.001,0.000143159,0.3,0.602135
590,0.001,0.000143473,0.3,0.604005
591,0.001,0.000143699,0.3,0.605351
592,0.001,0.000143935,0.3,0.606757
593,0.001,0.000144374,0.3,0.609367
594,0.001,0.000144637,0.3,0.610932
595,0.001,0.000148877,0.3,0.636174
596,0.001,0.00014928,0.3,0.638573
597,0.001,0.000145734,0.3,0.617462
598,0.001,0.000146212,0.3,0.620307
599,0.001,0.000146585,0.3,0.622528
600,0.001,0.00014701,0.3,0.625056
601,0.001,0.000147439,0.3,0.62761
602,0.001,0.00014787,0.3,0.630176
603,0.001,0.000148302,0.3,0.632747
604,0.001,0.000148733,0.3,0.635315
605,0.001,0.000149162,0.3,0.637868
606,0.001,0.000149587,0.3,0.640399
607,0.001,0.000150008,0.3,0.642901
608,0.001,0.000150422,0.3,0.645365
609,0.001,0.000150828,0.3,0.647785
610,0.001,0.000151226,0.3,0.650154
611,0.001,0.000151614,0.3,0.652466
612,0.001,0.000151992,0.3,0.654715
613,0.001,0.000152358,0.3,0.656895
614,0.001,0.000152712,0.3,0.659001
615,0.001,0.000153053,0.3,0.661027
616,0.001,0.000153379,0.3,0.66297
617,0.001,0.00015369,0.3,0.664823
618,0.001,0.000153986,0.3,0.666583
619,0.001,0.000154266,0.3,0.668247
620,0.001,0.000154528,0.3,0.66981
621,0.001,0.000154774,0.3,0.67127
622,0.001,0.000155001,0.3,0.672624
623,0.001,0.00015521,0.3,0.673868
624,0.001,0.0001554,0.3,0.675
625,0.001,0.000155571,0.3,0.676019
626,0.001,0.000155723,0.3,0.676922
627,0.001,0.000155855,0.3,0.677708
628,0.001,0.000155967,0.3,0.678375
629,0.001,0.000156059,0.3,0.678922
630,0.001,0.000156131,0.3,0.679349
631,0.001,0.000156182,0.3,0.679654
632,0.001,0.000156213,0.3,0.679838
633,0.001,0.000156223,0.3,0.679899
634,0.001,0.000156213,0.3,0.679838
635,0.001,0.000156182,0.3,0.679654
636,0.001,0.000156131,0.3,0.679349
637,0.001,0.000156059,0.3,0.678922
638,0.001,0.000155967,0.3,0.678375
639,0.001,0.000155855,0.3,0.677708
640,0.001,0.000155723,0.3,0.676922
641,0.001,0.000155571,0.3,0.676019
642,0.001,0.0001554,0.3,0.675
643,0.001,0.00015521,0.3,0.673868
644,0.001,0.000155001,0.3,0.672624
645,0.001,0.000154774,0.3,0.67127
646,0.001,0.000154528,0.3,0.66981
647,0.001,0.000154266,0.3,0.668247
648,0.001,0.000153986,0.3,0.666583
649,0.001,0.00015369,0.3,0.664823
650,0.001,0.000153379,0.3,0.66297
651,0.001,0.000153053,0.3,0.661027
652,0.001,0.000152712,0.3,0.659001
653,0.001,0.000152358,0.3,0.656895
654,0.001,0.000151992,0.3,0.654715
655,0.001,0.000151614,0.3,0.652466
656,0.001,0.000151226,0.3,0.650154
657,0.001,0.000150828,0.3,0.647785
658,0.001,0.000150422,0.3,0.645365
659,0.001,0.000150008,0.3,0.642901
660,0.001,0.000149587,0.3,0.640399
661,0.001,0.000149162,0.3,0.637868
662,0.001,0.000148733,0.3,0.635315
663,0.001,0.000148302,0.3,0.632747
664,0.001,0.00014787,0.3,0.630176
665,0.001,0.000147439,0.3,0.62761
666,0.001,0.00014701,0.3,0.625056
667,0.001,0.000146585,0.3,0.622528
668,0.001,0.000146212,0.3,0.620307
669,0.001,0.000145734,0.3,0.617462
670,0.001,0.00014928,0.3,0.638573
